Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,115,28,T:System.Web.Routing.RouteValueDictionary,,,,,"var inserted = new MenuItem                              {                                  Text = new LocalizedString(menuText),                                  IdHint = item.IdHint,                                  Classes = item.Classes,                                  Url = path,                                  Href = item.Href,                                  LinkToFirstChild = false,                                  RouteValues = routes,                                  LocalNav = item.LocalNav,                                  Items = Enumerable.Empty<MenuItem>(),                                  Position = menuPosition,                                  Permissions = item.Permissions,                                  Content = item.Content                              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,113,28,T:System.Web.Routing.RouteValueDictionary,,,,,var routes = _contentManager.GetItemMetadata(currentContentItem).DisplayRouteValues;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,105,24,P:System.Web.Routing.VirtualPathData.VirtualPath,,,,,"int.TryParse(virtualPath != null ? virtualPath.VirtualPath.Substring(virtualPath.VirtualPath.LastIndexOf('=') + 1) : ""0"", out contentId);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,105,24,P:System.Web.Routing.VirtualPathData.VirtualPath,,,,,"int.TryParse(virtualPath != null ? virtualPath.VirtualPath.Substring(virtualPath.VirtualPath.LastIndexOf('=') + 1) : ""0"", out contentId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,104,24,T:System.Web.HttpContextBase,,,,,"var virtualPath = _aliasService.LookupVirtualPaths(contentRoute, _hca.Current()).FirstOrDefault();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,104,24,T:System.Web.Routing.VirtualPathData,,,,,"var virtualPath = _aliasService.LookupVirtualPaths(contentRoute, _hca.Current()).FirstOrDefault();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,93,20,"M:System.Web.Routing.RouteValueDictionary.TryGetValue(System.String,System.Object@)",,,,,"contentRoute.TryGetValue(""Id"", out id);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,88,28,T:System.Web.Routing.RouteValueDictionary,,,,,contentRoute = new RouteValueDictionary();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,88,28,M:System.Web.Routing.RouteValueDictionary.#ctor,,,,,contentRoute = new RouteValueDictionary();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,82,36,T:System.Web.Routing.RouteValueDictionary,,,,,contentRoute = new RouteValueDictionary();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,82,36,M:System.Web.Routing.RouteValueDictionary.#ctor,,,,,contentRoute = new RouteValueDictionary();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Orchard.Web\Modules\Orchard.Alias\Orchard.Alias.csproj,File,Orchard.Web\Modules\Orchard.Alias\Navigation\NavigationAliasProvider.cs,78,32,T:System.Web.Routing.RouteValueDictionary,,,,,"contentRoute = _aliasService.Get(requestUrl.Insert(requestUrl.Length, ""/""));"
